Promoter,Longest_CREB1_NCSite,Longest_EGR1_NCSite,Contains_CREB1_PWM,Contains_EGR1_PWM
chr5:150080624-150082624,17.0,23.0,0,0
chr5:150825163-150827163,19.0,23.0,0,1
chr5:150603653-150605653,20.0,22.0,0,0
chr5:151304412-151306412,29.0,24.0,0,1
chr5:151784840-151786840,18.0,21.0,1,0
chr5:151138192-151140192,16.0,15.0,0,0
chr5:153568292-153570292,13.0,11.0,0,1
chr5:154317776-154319776,19.0,16.0,0,0
chr5:154317771-154319771,19.0,16.0,0,0
chr5:155752173-155754173,17.0,16.0,0,0
chr5:156605850-156607850,15.0,20.0,0,0
chr5:156885026-156887026,19.0,18.0,0,0
chr5:156691132-156693132,21.0,27.0,0,1
chr5:156390237-156392237,24.0,31.0,0,0
chr5:156885220-156887220,19.0,18.0,0,0
chr5:156694333-156696333,16.0,13.0,0,0
chr5:158637061-158639061,16.0,19.0,0,0
chr5:158634656-158636656,21.0,17.0,0,0
chr5:158636561-158638561,16.0,19.0,0,1
chr5:158634834-158636834,21.0,17.0,0,1
chr5:158635081-158637081,21.0,10.0,0,1
chr5:159612387-159614387,16.0,16.0,0,0
chr5:159546457-159548457,17.0,20.0,0,1
chr5:159797633-159799633,17.0,14.0,0,1
chr5:159624047-159626047,16.0,14.0,0,0
chr5:160279218-160281218,15.0,21.0,0,0
chr5:160975130-160977130,24.0,23.0,0,0
chr5:160975410-160977410,15.0,24.0,1,0
chr5:160973731-160975731,24.0,28.0,0,1
chr5:167179933-167181933,19.0,25.0,0,1
chr5:166998663-167000663,22.0,14.0,0,0
chr5:168728143-168730143,18.0,20.0,0,0
chr5:169407499-169409499,21.0,17.0,0,1
chr5:169062278-169064278,22.0,18.0,0,0
chr5:169929023-169931023,20.0,17.0,0,1
chr5:170287021-170289021,34.0,34.0,0,0
chr5:171433642-171435642,18.0,19.0,0,0
chr5:171881529-171883529,19.0,13.0,0,1
chr5:171710768-171712768,19.0,20.0,0,1
chr5:171881527-171883527,19.0,13.0,0,1
chr5:171615228-171617228,24.0,17.0,0,1
chr5:172066265-172068265,16.0,15.0,1,1
chr5:172259253-172261253,14.0,12.0,0,1
chr5:172756506-172758506,15.0,16.0,0,1
chr5:172481354-172483354,21.0,17.0,0,1
chr5:175221535-175223535,22.0,19.0,0,1
chr5:175663426-175665426,18.0,17.0,0,0
chr5:175738147-175740147,30.0,29.0,0,0
chr5:175663361-175665361,18.0,17.0,0,0
chr5:175488711-175490711,21.0,21.0,0,1
chr5:176037157-176039157,16.0,17.0,0,1
chr5:175873385-175875385,15.0,27.0,0,0
chr5:176433795-176435795,25.0,22.0,0,1
chr5:176981096-176983096,30.0,28.0,0,1
chr5:176559229-176561229,24.0,8.0,0,1
chr5:176809434-176811434,17.0,13.0,0,0
chr5:176235559-176237559,18.0,19.0,0,1
chr5:176981564-176983564,30.0,28.0,0,1
chr5:176433443-176435443,25.0,22.0,0,1
chr5:176433780-176435780,25.0,22.0,0,1
chr5:176558773-176560773,24.0,13.0,0,1
chr5:176558079-176560079,24.0,13.0,0,1
chr5:178017394-178019394,16.0,15.0,0,1
chr5:179061785-179063785,29.0,30.0,0,1
chr5:178366198-178368198,15.0,16.0,0,0
chr5:179050672-179052672,27.0,26.0,0,1
chr5:179051601-179053601,27.0,41.0,0,1
chr5:178772462-178774462,23.0,16.0,0,1
chr5:179050402-179052402,20.0,12.0,0,1
chr5:179157822-179159822,16.0,30.0,0,1
chr5:179719083-179721083,45.0,42.0,1,1
chr5:179919378-179921378,23.0,22.0,0,1
chr5:180242616-180244616,23.0,26.0,1,1
chr5:180229806-180231806,17.0,10.0,0,1
chr5:179707608-179709608,14.0,17.0,0,0
chr5:180230902-180232902,20.0,15.0,0,1
chr5:179498759-179500759,16.0,20.0,0,1
chr5:180236875-180238875,19.0,18.0,0,1
chr5:180237456-180239456,19.0,18.0,0,1
chr5:179718275-179720275,45.0,42.0,1,1
chr5:180236817-180238817,19.0,18.0,0,1
chr5:180230853-180232853,20.0,15.0,0,1
chr5:180237137-180239137,19.0,18.0,0,1
chr5:179636211-179638211,19.0,16.0,0,1
chr5:180465265-180467265,17.0,18.0,0,0
chr5:189609-191609,17.0,13.0,0,1
chr5:216337-218337,15.0,13.0,0,1
chr5:216434-218434,15.0,13.0,0,1
chr5:218268-220268,16.0,18.0,0,1
chr5:269735-271735,24.0,21.0,0,1
chr5:269760-271760,24.0,21.0,0,1
chr5:441290-443290,36.0,33.0,0,0
chr5:610454-612454,15.0,9.0,0,1
chr5:693467-695467,27.0,12.0,0,1
chr5:784844-786844,27.0,12.0,0,1
chr5:892916-894916,13.0,13.0,0,0
chr5:851101-853101,18.0,15.0,0,1
chr5:892665-894665,13.0,13.0,0,1
chr5:1006916-1008916,13.0,13.0,0,1
chr5:1007076-1009076,13.0,13.0,0,1
chr5:1112178-1114178,13.0,10.0,0,1
chr5:1199709-1201709,15.0,11.0,0,1
chr5:1223495-1225495,16.0,15.0,0,1
chr5:1295183-1297183,15.0,14.0,0,1
chr5:1345214-1347214,18.0,13.0,0,0
chr5:1524075-1526075,15.0,11.0,0,1
chr5:1799951-1801951,15.0,14.0,0,1
chr5:1799520-1801520,15.0,14.0,0,1
chr5:1887098-1889098,14.0,14.0,0,1
chr5:1887293-1889293,14.0,14.0,0,1
chr5:1887059-1889059,14.0,14.0,0,1
chr5:1883039-1885039,19.0,19.0,0,1
chr5:2751791-2753791,14.0,12.0,0,1
chr5:3593945-3595945,15.0,12.0,0,1
chr5:5420789-5422789,17.0,13.0,1,0
chr5:6378660-6380660,20.0,17.0,0,1
chr5:6446971-6448971,12.0,11.0,0,1
chr5:6633157-6635157,16.0,15.0,0,1
chr5:6631552-6633552,16.0,15.0,0,1
chr5:6711544-6713544,15.0,16.0,0,1
chr5:7851246-7853246,18.0,17.0,0,0
chr5:7867260-7869260,27.0,25.0,0,1
chr5:9630463-9632463,18.0,18.0,0,0
chr5:10250021-10252021,29.0,28.0,0,1
chr5:10248391-10250391,47.0,47.0,0,1
chr5:10248648-10250648,47.0,47.0,0,1
chr5:10248032-10250032,30.0,31.0,0,1
chr5:10250000-10252000,47.0,47.0,0,1
chr5:10308014-10310014,33.0,30.0,0,1
chr5:10439990-10441990,18.0,16.0,0,1
chr5:14579900-14581900,16.0,20.0,0,1
chr5:16465909-16467909,15.0,13.0,0,0
chr5:16509107-16511107,29.0,27.0,0,0
chr5:17214931-17216931,27.0,23.0,0,0
chr5:17215739-17217739,22.0,15.0,0,1
chr5:17492185-17494185,21.0,19.0,0,0
chr5:17655958-17657958,20.0,22.0,1,1
chr5:23505717-23507717,17.0,16.0,0,1
chr5:23505263-23507263,14.0,22.0,0,1
chr5:31530407-31532407,27.0,26.0,0,0
chr5:32174425-32176425,30.0,27.0,1,0
chr5:32583662-32585662,20.0,23.0,0,0
chr5:33439070-33441070,14.0,13.0,0,0
chr5:33438881-33440881,14.0,13.0,0,0
chr5:33438801-33440801,14.0,13.0,0,0
chr5:33934490-33936490,18.0,14.0,0,0
chr5:34008155-34010155,17.0,15.0,0,0
chr5:34043318-34045318,17.0,21.0,0,0
chr5:34927663-34929663,20.0,20.0,0,1
chr5:34915609-34917609,21.0,18.0,0,0
chr5:34913815-34915815,18.0,18.0,0,0
chr5:35118224-35120224,20.0,23.0,0,0
chr5:35048054-35050054,25.0,22.0,0,0
chr5:35854992-35856992,18.0,27.0,0,0
chr5:36001124-36003124,16.0,19.0,1,0
chr5:35991492-35993492,18.0,17.0,0,0
chr5:36151989-36153989,18.0,13.0,0,0
chr5:36302004-36304004,18.0,20.0,0,0
chr5:36242027-36244027,22.0,13.0,0,1
chr5:36242381-36244381,22.0,13.0,0,0
chr5:36241493-36243493,15.0,13.0,0,1
chr5:36604456-36606456,24.0,24.0,0,1
chr5:36604707-36606707,24.0,24.0,0,1
chr5:37835593-37837593,18.0,15.0,0,1
chr5:37834924-37836924,18.0,15.0,0,1
chr5:37840143-37842143,19.0,15.0,0,0
chr5:37835929-37837929,18.0,15.0,0,1
chr5:38443647-38445647,22.0,20.0,0,0
chr5:38844100-38846100,23.0,20.0,0,1
chr5:38843959-38845959,23.0,20.0,0,0
chr5:39425335-39427335,20.0,18.0,0,0
chr5:39425082-39427082,20.0,18.0,0,0
chr5:40678016-40680016,25.0,18.0,0,1
chr5:40756063-40758063,22.0,19.0,1,1
chr5:40835324-40837324,16.0,16.0,0,1
chr5:40839468-40841468,31.0,28.0,0,0
chr5:40907598-40909598,30.0,28.0,0,0
chr5:41923353-41925353,21.0,18.0,0,0
chr5:41923382-41925382,21.0,18.0,0,0
chr5:41923355-41925355,21.0,18.0,0,0
chr5:41902445-41904445,16.0,17.0,0,0
chr5:42812178-42814178,21.0,21.0,0,1
chr5:42754919-42756919,17.0,17.0,0,0
chr5:42811994-42813994,21.0,21.0,0,1
chr5:43040421-43042421,26.0,20.0,0,1
chr5:43043349-43045349,18.0,15.0,0,1
chr5:43313514-43315514,22.0,16.0,0,0
chr5:43313283-43315283,22.0,16.0,0,0
chr5:43483967-43485967,26.0,23.0,0,1
chr5:43484489-43486489,26.0,23.0,1,1
chr5:43515250-43517250,15.0,15.0,0,1
chr5:43557179-43559179,16.0,26.0,0,0
chr5:43557195-43559195,16.0,26.0,0,0
chr5:43557521-43559521,16.0,26.0,0,0
chr5:44807048-44809048,16.0,18.0,1,0
chr5:49737122-49739122,23.0,21.0,0,0
chr5:50677281-50679281,26.0,23.0,0,0
chr5:52405587-52407587,15.0,15.0,0,0
chr5:52774458-52776458,17.0,20.0,0,1
chr5:53811588-53813588,16.0,15.0,0,1
chr5:53749528-53751528,17.0,25.0,0,0
chr5:54318083-54320083,19.0,19.0,0,0
chr5:54281421-54283421,16.0,17.0,0,0
chr5:54453998-54455998,18.0,14.0,1,0
chr5:54396473-54398473,18.0,15.0,0,0
chr5:54469005-54471005,29.0,24.0,0,0
chr5:54523143-54525143,14.0,15.0,0,0
chr5:54603522-54605522,20.0,20.0,0,0
chr5:54529436-54531436,17.0,24.0,0,1
chr5:55008163-55010163,16.0,18.0,0,1
chr5:55008152-55010152,16.0,18.0,0,1
chr5:54988881-54990881,27.0,21.0,1,1
chr5:55060712-55062712,23.0,27.0,0,0
chr5:55290791-55292791,23.0,17.0,0,1
chr5:56068698-56070698,18.0,17.0,0,0
chr5:56203422-56205422,22.0,19.0,0,0
chr5:56203883-56205883,22.0,19.0,0,1
chr5:56203086-56205086,22.0,19.0,0,0
chr5:56203888-56205888,22.0,19.0,0,1
chr5:56109375-56111375,18.0,15.0,0,1
chr5:56507900-56509900,18.0,23.0,0,0
chr5:56778638-56780638,25.0,19.0,0,1
chr5:57755966-57757966,14.0,15.0,1,1
chr5:57785261-57787261,16.0,27.0,0,0
chr5:57755913-57757913,14.0,15.0,1,1
chr5:58295725-58297725,14.0,18.0,0,1
chr5:60140101-60142101,30.0,29.0,0,0
chr5:60140096-60142096,30.0,29.0,0,0
chr5:60240897-60242897,18.0,19.0,0,1
chr5:60240905-60242905,18.0,19.0,0,1
chr5:60458295-60460295,17.0,15.0,0,1
chr5:61699732-61701732,25.0,22.0,0,1
chr5:61872645-61874645,22.0,22.0,1,0
chr5:63258272-63260272,21.0,18.0,0,0
chr5:63869476-63871476,19.0,17.0,0,0
chr5:63984329-63986329,15.0,20.0,0,0
chr5:64064518-64066518,17.0,20.0,0,0
chr5:64858995-64860995,28.0,25.0,1,0
chr5:64920160-64922160,36.0,36.0,0,0
chr5:64918853-64920853,36.0,36.0,0,0
chr5:64918557-64920557,21.0,21.0,0,0
chr5:65016031-65018031,15.0,15.0,0,0
chr5:65438127-65440127,19.0,18.0,1,0
chr5:65438662-65440662,16.0,16.0,0,1
chr5:66492627-66494627,26.0,24.0,0,0
chr5:67584491-67586491,29.0,28.0,1,1
chr5:67582346-67584346,21.0,16.0,0,1
chr5:67509583-67511583,17.0,18.0,0,1
chr5:67586404-67588404,15.0,18.0,0,0
chr5:68460976-68462976,35.0,21.0,1,1
chr5:68483409-68485409,20.0,17.0,0,1
chr5:68460836-68462836,35.0,21.0,1,1
chr5:68511586-68513586,24.0,21.0,0,1
chr5:68665347-68667347,15.0,15.0,0,1
chr5:68628620-68630620,17.0,23.0,0,1
chr5:68665840-68667840,15.0,15.0,0,1
chr5:68665651-68667651,15.0,15.0,0,1
chr5:68628628-68630628,17.0,23.0,0,1
chr5:68708942-68710942,15.0,16.0,0,0
chr5:68854017-68856017,23.0,14.0,0,1
chr5:68854031-68856031,23.0,14.0,0,1
chr5:69343349-69345349,22.0,22.0,0,0
chr5:69343495-69345495,22.0,22.0,0,0
chr5:70194495-70196495,17.0,22.0,0,0
chr5:70218913-70220913,23.0,19.0,0,1
chr5:70218767-70220767,23.0,20.0,0,1
chr5:70321166-70323166,18.0,22.0,0,1
chr5:70363566-70365566,23.0,14.0,0,1
chr5:70319372-70321372,17.0,22.0,0,1
chr5:70363497-70365497,23.0,14.0,0,1
chr5:71013101-71015101,18.0,14.0,0,1
chr5:71473613-71475613,15.0,15.0,0,0
chr5:71614199-71616199,28.0,25.0,0,1
chr5:71614193-71616193,28.0,25.0,0,1
chr5:71803237-71805237,23.0,18.0,0,0
chr5:72141965-72143965,23.0,18.0,1,0
chr5:72110417-72112417,16.0,25.0,0,1
chr5:72110487-72112487,16.0,16.0,0,1
chr5:72414401-72416401,20.0,13.0,0,1
chr5:72467019-72469019,21.0,15.0,0,0
chr5:72744602-72746602,24.0,20.0,0,0
chr5:72792249-72794249,17.0,23.0,0,0
chr5:72861464-72863464,18.0,15.0,1,0
chr5:73933847-73935847,21.0,17.0,0,0
chr5:73979057-73981057,25.0,22.0,0,0
chr5:74061073-74063073,16.0,12.0,0,0
chr5:74162212-74164212,39.0,34.0,0,1
chr5:74162791-74164791,39.0,34.0,0,1
chr5:74348383-74350383,15.0,11.0,0,1
chr5:74630992-74632992,21.0,19.0,0,1
chr5:74631044-74633044,21.0,19.0,0,1
chr5:74905277-74907277,20.0,20.0,0,0
chr5:75919228-75921228,18.0,17.0,1,0
chr5:75902935-75904935,18.0,19.0,0,1
chr5:76112854-76114854,22.0,16.0,0,1
chr5:76246869-76248869,16.0,15.0,0,0
chr5:76324228-76326228,17.0,15.0,0,0
chr5:76383110-76385110,17.0,14.0,1,0
chr5:76788141-76790141,18.0,13.0,0,1
chr5:76934538-76936538,13.0,18.0,0,0
chr5:78365497-78367497,14.0,21.0,0,1
chr5:78405631-78407631,19.0,20.0,0,1
chr5:78529953-78531953,24.0,19.0,0,1
chr5:78906263-78908263,26.0,23.0,0,1
chr5:78906239-78908239,26.0,23.0,0,1
chr5:79287085-79289085,15.0,14.0,0,1
chr5:79329845-79331845,17.0,14.0,0,1
chr5:79329170-79331170,18.0,15.0,0,1
chr5:79613820-79615820,22.0,26.0,1,0
chr5:79701882-79703882,20.0,24.0,0,1
chr5:79866099-79868099,19.0,18.0,1,1
chr5:79950802-79952802,17.0,16.0,0,1
chr5:80595401-80597401,17.0,12.0,0,0
chr5:80527138-80529138,16.0,16.0,0,0
chr5:80527140-80529140,16.0,16.0,0,0
chr5:80595405-80597405,17.0,12.0,0,0
chr5:80689953-80691953,25.0,24.0,0,1
chr5:81572468-81574468,29.0,26.0,0,1
chr5:81574173-81576173,21.0,31.0,0,0
chr5:81573280-81575280,21.0,31.0,0,0
chr5:82373213-82375213,21.0,19.0,0,0
chr5:85911757-85913757,24.0,23.0,0,0
chr5:86708721-86710721,18.0,27.0,0,0
chr5:86708850-86710850,18.0,27.0,0,0
chr5:89705573-89707573,24.0,21.0,0,1
chr5:89705603-89707603,24.0,21.0,0,1
chr5:89770588-89772588,13.0,36.0,0,1
chr5:89825401-89827401,15.0,15.0,0,1
chr5:90679134-90681134,24.0,18.0,1,0
chr5:90675914-90677914,16.0,15.0,0,1
chr5:93077306-93079306,19.0,19.0,0,1
chr5:93953830-93955830,20.0,19.0,1,1
chr5:94890681-94892681,19.0,15.0,0,0
chr5:94980480-94982480,19.0,16.0,0,1
chr5:94953790-94955790,26.0,20.0,1,0
chr5:95018695-95020695,15.0,15.0,0,1
chr5:94980582-94982582,19.0,16.0,0,1
chr5:95065039-95067039,18.0,20.0,0,0
chr5:95768952-95770952,15.0,15.0,0,0
chr5:95767863-95769863,17.0,15.0,0,0
chr5:96149848-96151848,21.0,23.0,1,0
chr5:96143892-96145892,16.0,16.0,0,0
chr5:96143648-96145648,16.0,16.0,0,0
chr5:96210203-96212203,22.0,24.0,0,0
chr5:96209642-96211642,22.0,24.0,0,1
chr5:96518951-96520951,18.0,22.0,0,1
chr5:98107366-98109366,16.0,22.0,0,1
chr5:98103139-98105139,18.0,15.0,0,1
chr5:98102335-98104335,18.0,17.0,0,0
chr5:98264711-98266711,13.0,20.0,0,1
chr5:100238986-100240986,18.0,24.0,0,1
chr5:102455842-102457842,18.0,18.0,0,0
chr5:102592925-102594925,16.0,19.0,0,1
chr5:102593606-102595606,18.0,17.0,0,1
chr5:102592730-102594730,16.0,19.0,0,1
chr5:102593124-102595124,16.0,19.0,0,1
chr5:102592463-102594463,14.0,19.0,0,1
chr5:102597594-102599594,18.0,17.0,0,0
chr5:102592074-102594074,19.0,19.0,0,1
chr5:108745675-108747675,17.0,14.0,0,1
chr5:110405410-110407410,15.0,13.0,0,1
chr5:110407071-110409071,21.0,15.0,0,1
chr5:110426045-110428045,22.0,16.0,0,0
chr5:110848295-110850295,17.0,16.0,0,1
chr5:110848233-110850233,17.0,16.0,0,1
chr5:111093793-111095793,18.0,18.0,0,0
chr5:111093915-111095915,18.0,18.0,0,0
chr5:111092891-111094891,32.0,15.0,0,0
chr5:111093426-111095426,18.0,18.0,0,0
chr5:111093106-111095106,15.0,15.0,0,0
chr5:111091948-111093948,32.0,22.0,0,1
chr5:111093104-111095104,15.0,15.0,0,0
chr5:111093252-111095252,18.0,18.0,0,0
chr5:112071581-112073581,21.0,17.0,0,0
chr5:112257924-112259924,22.0,19.0,0,1
chr5:112770686-112772686,16.0,12.0,0,1
chr5:114516243-114518243,18.0,21.0,0,1
chr5:114515991-114517991,18.0,21.0,0,1
chr5:114505605-114507605,17.0,17.0,0,1
chr5:114632351-114634351,49.0,48.0,0,1
chr5:114631987-114633987,39.0,38.0,0,1
chr5:114880472-114882472,15.0,16.0,0,1
chr5:114938176-114940176,31.0,28.0,0,0
chr5:115152356-115154356,15.0,19.0,1,0
chr5:115177262-115179262,14.0,14.0,0,1
chr5:115366168-115368168,16.0,19.0,1,0
chr5:118666869-118668869,21.0,20.0,0,0
chr5:118688467-118690467,16.0,18.0,0,0
chr5:118689713-118691713,17.0,14.0,0,0
chr5:118786191-118788191,18.0,13.0,1,1
chr5:118963253-118965253,29.0,28.0,0,0
chr5:118963252-118965252,29.0,28.0,0,0
chr5:121185576-121187576,22.0,18.0,0,0
chr5:121295669-121297669,23.0,15.0,1,0
chr5:121412918-121414918,16.0,20.0,0,1
chr5:121412869-121414869,16.0,20.0,0,1
chr5:121413954-121415954,16.0,20.0,0,1
chr5:121463240-121465240,31.0,28.0,0,0
chr5:122372420-122374420,24.0,20.0,0,1
chr5:122422935-122424935,22.0,12.0,0,0
chr5:125930911-125932911,30.0,24.0,0,1
chr5:125965396-125967396,22.0,42.0,0,0
chr5:126110827-126112827,16.0,15.0,1,1
chr5:126409184-126411184,16.0,15.0,0,1
chr5:126982712-126984712,20.0,17.0,0,1
chr5:126986706-126988706,16.0,19.0,0,0
chr5:127417457-127419457,21.0,18.0,0,1
chr5:128428441-128430441,15.0,17.0,0,0
chr5:129081786-129083786,16.0,15.0,0,0
chr5:130504636-130506636,16.0,15.0,0,0
chr5:130500949-130502949,20.0,18.0,0,0
chr5:131407481-131409481,14.0,17.0,0,1
chr5:131394347-131396347,18.0,13.0,0,1
chr5:131563546-131565546,16.0,10.0,0,1
chr5:131562784-131564784,16.0,11.0,0,1
chr5:131628086-131630086,19.0,15.0,0,1
chr5:131826465-131828465,16.0,11.0,0,1
chr5:131890668-131892668,16.0,13.0,0,0
chr5:131879214-131881214,16.0,21.0,0,0
chr5:131991864-131993864,14.0,17.0,0,1
chr5:132113561-132115561,19.0,19.0,0,0
chr5:132112931-132114931,13.0,13.0,0,1
chr5:132007677-132009677,24.0,22.0,0,1
chr5:131990213-131992213,30.0,30.0,0,1
chr5:132073238-132075238,19.0,17.0,0,0
chr5:132007680-132009680,24.0,22.0,0,1
chr5:132081117-132083117,21.0,24.0,0,1
chr5:132081136-132083136,21.0,23.0,0,1
chr5:132200333-132202333,15.0,17.0,0,1
chr5:132202022-132204022,17.0,20.0,0,1
chr5:132202271-132204271,17.0,20.0,0,0
chr5:132202576-132204576,17.0,20.0,0,0
chr5:132166339-132168339,19.0,17.0,0,1
chr5:132207359-132209359,15.0,16.0,0,0
chr5:132201053-132203053,17.0,17.0,0,1
chr5:132162002-132164002,16.0,16.0,0,1
chr5:132146993-132148993,21.0,20.0,0,1
chr5:132362241-132364241,17.0,18.0,0,1
chr5:132385704-132387704,15.0,30.0,1,0
chr5:133340666-133342666,19.0,14.0,0,1
chr5:133448371-133450371,16.0,13.0,0,1
chr5:133512724-133514724,14.0,19.0,0,0
chr5:133457308-133459308,15.0,10.0,0,1
chr5:133512641-133514641,14.0,18.0,0,0
chr5:133449303-133451303,16.0,11.0,0,1
chr5:133561764-133563764,23.0,23.0,0,1
chr5:133561245-133563245,14.0,10.0,0,1
chr5:133705259-133707259,17.0,14.0,0,1
chr5:133747572-133749572,20.0,17.0,1,0
chr5:133859359-133861359,19.0,19.0,1,1
chr5:133858005-133860005,16.0,16.0,0,1
chr5:133859797-133861797,19.0,19.0,1,1
chr5:133982474-133984474,16.0,28.0,0,0
chr5:134179657-134181657,14.0,13.0,0,1
chr5:134092468-134094468,17.0,15.0,0,1
chr5:134179369-134181369,14.0,13.0,0,0
chr5:134238820-134240820,26.0,23.0,0,1
chr5:134301596-134303596,22.0,27.0,0,0
chr5:134369918-134371918,52.0,11.0,0,1
chr5:134734928-134736928,19.0,18.0,0,1
chr5:134735577-134737577,19.0,24.0,0,1
chr5:134734921-134736921,19.0,15.0,0,1
chr5:134788041-134790041,19.0,19.0,1,0
chr5:134871654-134873654,15.0,14.0,0,1
chr5:134783038-134785038,16.0,11.0,0,1
chr5:134914681-134916681,14.0,21.0,0,1
chr5:135155446-135157446,15.0,17.0,0,0
chr5:135168364-135170364,15.0,10.0,1,0
chr5:135231530-135233530,26.0,23.0,0,0
chr5:135290672-135292672,15.0,16.0,0,0
chr5:135466533-135468533,22.0,16.0,0,0
chr5:137090052-137092052,22.0,19.0,1,1
chr5:137201548-137203548,21.0,13.0,0,1
chr5:137475117-137477117,19.0,16.0,0,0
chr5:137417580-137419580,20.0,50.0,0,0
chr5:137417721-137419721,20.0,50.0,0,0
chr5:137512800-137514800,21.0,15.0,0,0
chr5:137610310-137612310,19.0,14.0,0,1
chr5:137549012-137551012,25.0,23.0,0,0
chr5:137671954-137673954,18.0,17.0,0,1
chr5:137671245-137673245,20.0,38.0,0,0
chr5:137878925-137880925,16.0,13.0,0,0
chr5:137772745-137774745,15.0,12.0,0,1
chr5:137877400-137879400,14.0,14.0,0,1
chr5:137799167-137801167,14.0,12.0,1,1
chr5:137911090-137913090,18.0,16.0,0,1
chr5:138208918-138210918,15.0,18.0,0,0
chr5:138209088-138211088,15.0,15.0,1,0
chr5:138211024-138213024,21.0,15.0,1,0
chr5:138627438-138629438,30.0,27.0,0,1
chr5:138607440-138609440,16.0,13.0,0,1
chr5:138627428-138629428,30.0,27.0,0,1
chr5:138676122-138678122,17.0,19.0,0,1
chr5:138730793-138732793,15.0,12.0,0,0
chr5:138718986-138720986,20.0,17.0,0,0
chr5:138675542-138677542,18.0,15.0,0,0
chr5:138775214-138777214,16.0,16.0,1,0
chr5:138719039-138721039,20.0,17.0,0,0
chr5:138725602-138727602,17.0,10.0,0,1
chr5:138739778-138741778,25.0,22.0,0,0
chr5:138848588-138850588,19.0,19.0,0,1
chr5:138862343-138864343,24.0,24.0,0,1
chr5:139024883-139026883,22.0,11.0,0,1
chr5:139028573-139030573,18.0,14.0,0,1
chr5:139026535-139028535,22.0,17.0,0,0
chr5:139025488-139027488,22.0,11.0,0,1
chr5:138938750-138940750,25.0,21.0,0,1
chr5:138938923-138940923,25.0,21.0,0,1
chr5:139037139-139039139,22.0,10.0,0,1
chr5:139053027-139055027,19.0,26.0,0,1
chr5:139025933-139027933,22.0,17.0,0,0
chr5:139491693-139493693,15.0,15.0,0,1
chr5:139503521-139505521,21.0,23.0,0,0
chr5:139682686-139684686,27.0,24.0,0,0
chr5:139737778-139739778,28.0,25.0,0,0
chr5:139937041-139939041,16.0,14.0,1,0
chr5:139944189-139946189,19.0,13.0,0,0
chr5:139925246-139927246,26.0,21.0,0,0
chr5:139942149-139944149,18.0,20.0,0,0
chr5:139937058-139939058,16.0,14.0,1,0
chr5:140069039-140071039,18.0,15.0,0,1
chr5:140071312-140073312,25.0,26.0,0,1
chr5:140013286-140015286,25.0,22.0,0,0
chr5:140017035-140019035,18.0,16.0,0,1
chr5:140042383-140044383,17.0,21.0,1,0
chr5:140027370-140029370,20.0,19.0,0,0
chr5:140070955-140072955,25.0,26.0,0,1
chr5:140012760-140014760,25.0,22.0,0,0
chr5:140027215-140029215,20.0,19.0,0,0
chr5:140017011-140019011,18.0,16.0,0,1
chr5:140078031-140080031,14.0,13.0,0,0
chr5:140025413-140027413,23.0,20.0,0,1
chr5:140053161-140055161,29.0,31.0,0,0
chr5:140225356-140227356,23.0,20.0,0,1
chr5:140163720-140165720,19.0,25.0,0,0
chr5:140304301-140306301,17.0,39.0,0,0
chr5:140245097-140247097,13.0,17.0,0,0
chr5:140428958-140430958,21.0,21.0,0,0
chr5:140499399-140501399,19.0,20.0,0,0
chr5:140472198-140474198,22.0,28.0,0,0
chr5:140478056-140480056,17.0,18.0,0,0
chr5:140550224-140552224,24.0,20.0,0,0
chr5:140586290-140588290,18.0,19.0,0,1
chr5:140577199-140579199,15.0,17.0,0,0
chr5:140569925-140571925,30.0,21.0,0,0
chr5:140512787-140514787,18.0,16.0,0,0
chr5:140527637-140529637,16.0,17.0,1,0
chr5:140555370-140557370,19.0,19.0,0,0
chr5:140564734-140566734,17.0,24.0,0,0
chr5:140599897-140601897,17.0,15.0,0,1
chr5:140591490-140593490,16.0,17.0,1,1
chr5:140622962-140624962,20.0,17.0,1,0
chr5:140559264-140561264,15.0,15.0,0,1
chr5:140700351-140702351,16.0,17.0,0,0
chr5:140683616-140685616,20.0,16.0,0,1
chr5:140798617-140800617,18.0,17.0,1,1
chr5:140769482-140771482,17.0,19.0,0,0
chr5:140795243-140797243,38.0,36.0,1,0
chr5:140808073-140810073,24.0,25.0,0,0
chr5:140866647-140868647,16.0,13.0,0,0
chr5:140853532-140855532,18.0,14.0,0,0
chr5:141016416-141018416,21.0,11.0,0,1
chr5:141030985-141032985,17.0,14.0,0,1
chr5:141014516-141016516,15.0,21.0,0,1
chr5:141016423-141018423,21.0,11.0,0,1
chr5:141014563-141016563,15.0,21.0,0,1
chr5:141245767-141247767,17.0,18.0,0,1
chr5:141249192-141251192,19.0,11.0,0,0
chr5:141257975-141259975,18.0,10.0,0,0
chr5:141344401-141346401,22.0,23.0,1,1
chr5:141301435-141303435,15.0,29.0,0,1
chr5:141346669-141348669,22.0,22.0,0,0
chr5:141392592-141394592,21.0,18.0,0,0
chr5:141346450-141348450,22.0,22.0,0,0
chr5:141337767-141339767,15.0,10.0,1,0
chr5:141486343-141488343,16.0,15.0,0,0
chr5:141704586-141706586,21.0,23.0,0,1
chr5:141703812-141705812,21.0,23.0,0,1
chr5:142065268-142067268,18.0,13.0,0,0
chr5:142077586-142079586,23.0,23.0,0,0
chr5:142023866-142025866,30.0,26.0,0,1
